Timestamp,id,type,X,Y,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,670536,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,727222,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,1363700,movement,97,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,1187304,movement,64,92,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,1368028,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,1767836,movement,65,95,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,2059961,movement,64,95,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,246035,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,279658,movement,63,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,758460,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,962457,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,1102394,movement,97,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,1343934,movement,1,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,1187304,movement,65,91,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,1767836,movement,65,94,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,2059961,movement,64,94,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,400052,movement,1,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,1449032,movement,63,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,1964353,movement,1,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:00,657863,movement,11,44,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,66,90,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1363700,movement,96,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1515950,movement,2,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,947415,movement,2,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1102394,movement,96,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1767836,movement,65,93,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2059961,movement,64,93,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,279658,movement,63,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,633804,movement,98,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,67,89,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,400052,movement,2,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1140651,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1964353,movement,2,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,836400,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,166250,movement,98,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,186760,movement,98,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,68,88,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1244133,movement,98,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1767836,movement,66,92,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2059961,movement,64,92,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,57612,movement,63,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1175281,movement,98,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1343934,movement,2,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1363700,movement,95,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1449032,movement,63,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,657863,movement,12,44,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1201079,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1353153,movement,63,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1685011,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,20448,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2066972,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,400052,movement,3,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1003120,movement,63,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1102394,movement,95,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,69,87,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1964353,movement,3,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,955294,movement,63,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1767836,movement,66,91,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1772512,movement,63,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2059961,movement,63,91,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,279658,movement,64,95,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,633804,movement,97,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1175122,movement,64,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,69,86,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1515950,movement,3,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,947415,movement,3,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,177221,movement,64,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1772512,movement,64,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,400052,movement,4,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1363700,movement,94,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1584822,movement,63,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,166250,movement,97,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1767836,movement,67,90,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,186760,movement,97,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1964353,movement,4,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2059961,movement,62,90,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,69,85,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1244133,movement,97,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1449032,movement,64,95,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,657863,movement,13,44,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1102394,movement,94,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1175281,movement,97,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1772512,movement,64,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2081604,movement,64,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1295719,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1765880,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,57612,movement,63,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,639148,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,910911,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,68,84,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1343934,movement,3,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1584703,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1646290,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1767836,movement,68,89,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2059961,movement,61,89,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,279658,movement,65,94,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,400052,movement,5,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,119370,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1554434,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1772512,movement,64,95,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1964353,movement,5,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,639730,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1353153,movement,63,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1584822,movement,64,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1596977,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,633804,movement,96,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,73832,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,868222,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,976932,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1003120,movement,64,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,68,83,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1363700,movement,93,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,955294,movement,63,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1086053,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1767836,movement,68,88,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1772512,movement,65,94,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2059961,movement,60,88,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2080257,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2081604,movement,64,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1102394,movement,93,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1175122,movement,63,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1449032,movement,64,94,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1479633,movement,1,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1515950,movement,4,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,166250,movement,96,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,186760,movement,96,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,400052,movement,6,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,657863,movement,14,44,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,947415,movement,4,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,68,82,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1244133,movement,96,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1964353,movement,6,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1175281,movement,96,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,177221,movement,64,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1772512,movement,64,93,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1426390,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1584822,movement,64,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1767836,movement,67,87,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1777410,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,203344,movement,1,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2059961,movement,59,87,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,279658,movement,65,93,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,69,81,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,838026,movement,1,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,122907,movement,64,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1363700,movement,92,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1772512,movement,65,92,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2081604,movement,64,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,400052,movement,7,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,57612,movement,64,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,916188,movement,1,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1248154,movement,63,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1343934,movement,4,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1735326,movement,1,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1760095,movement,63,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1964353,movement,7,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2065881,movement,1,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,40960,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,517013,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,546321,movement,63,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,633804,movement,95,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,686125,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,854341,movement,1,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1102394,movement,92,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,68,80,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1767836,movement,68,86,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2059961,movement,58,86,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,464866,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,599804,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,616452,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,674176,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,758460,movement,98,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1088533,movement,63,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1368028,movement,98,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1449032,movement,65,93,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1772512,movement,65,91,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,246035,movement,98,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,657863,movement,15,45,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,838026,movement,2,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,962457,movement,98,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1353153,movement,64,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1584822,movement,65,95,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,166250,movement,95,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,186760,movement,95,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1003120,movement,63,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,69,79,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,122907,movement,63,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1244133,movement,95,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,400052,movement,8,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,678246,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,955294,movement,63,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,982738,check-in,63,99,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1175122,movement,63,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1175281,movement,95,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1248154,movement,63,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1515950,movement,5,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1735326,movement,2,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1760095,movement,64,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1767836,movement,68,85,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1772512,movement,66,90,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1964353,movement,8,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2059961,movement,57,85,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2065881,movement,2,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2081604,movement,65,95,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,279658,movement,64,92,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,546321,movement,63,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,854341,movement,2,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,947415,movement,5,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1363700,movement,91,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1479633,movement,2,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,838026,movement,3,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,70,78,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,758460,movement,97,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1088533,movement,64,97,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1102394,movement,91,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1368028,movement,97,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1561606,movement,63,98,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,177221,movement,63,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1772512,movement,67,89,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,246035,movement,97,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,962457,movement,97,76,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,96504,check-in,99,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,122907,movement,63,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1584822,movement,65,94,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1767836,movement,69,84,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,203344,movement,2,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2059961,movement,56,86,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,400052,movement,9,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,633804,movement,94,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1187304,movement,70,77,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1248154,movement,63,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1449032,movement,64,92,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1735326,movement,3,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1760095,movement,63,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1964353,movement,9,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,2065881,movement,3,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,546321,movement,64,96,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,57612,movement,64,95,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,657863,movement,16,46,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,838026,movement,4,67,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,854341,movement,3,66,,,,,,,,,,,,,,,,,,,,,,
6/7/2014 8:01,1343934,movement,5,66,,,,,,,,,,,,,,,,,,,,,,
