Timestamp,id,type,cx,cy
2014-6-06 08:01:14,374745,movement,1,66
2014-6-06 08:01:15,455752,movement,1,67
2014-6-06 08:01:15,1495961,check-in,99,77
2014-6-06 08:01:15,1313613,check-in,99,77
2014-6-06 08:01:15,944133,check-in,99,77
2014-6-06 08:01:15,1629394,check-in,99,77
2014-6-06 08:01:15,494296,check-in,99,77
2014-6-06 08:01:15,129457,check-in,99,77
2014-6-06 08:01:15,835642,check-in,99,77
2014-6-06 08:01:16,422300,movement,1,67
2014-6-06 08:01:16,73216,movement,1,67
2014-6-06 08:01:16,2007598,movement,1,67
2014-6-06 08:01:16,1881823,movement,1,66
2014-6-06 08:01:16,1109689,movement,1,67
2014-6-06 08:01:17,1483004,movement,1,67
2014-6-06 08:01:17,1007202,movement,1,66
2014-6-06 08:01:17,398504,check-in,0,67
2014-6-06 08:01:17,668662,check-in,0,67
2014-6-06 08:01:18,531348,movement,64,94
2014-6-06 08:01:18,1611141,check-in,99,77
2014-6-06 08:01:18,1451127,check-in,99,77
2014-6-06 08:01:18,1477256,check-in,99,77
2014-6-06 08:01:18,91182,check-in,99,77
2014-6-06 08:01:18,1959437,check-in,99,77
2014-6-06 08:01:19,179386,movement,65,94
2014-6-06 08:01:20,825652,movement,63,96
2014-6-06 08:01:20,374745,movement,2,67
2014-6-06 08:01:20,849521,movement,1,66
2014-6-06 08:01:21,675561,movement,98,77
2014-6-06 08:01:21,455752,movement,2,67
2014-6-06 08:01:21,1591741,movement,64,96
2014-6-06 08:01:22,422300,movement,2,66
2014-6-06 08:01:22,2007598,movement,2,67
2014-6-06 08:01:22,1881823,movement,2,66
2014-6-06 08:01:22,1109689,movement,2,67
2014-6-06 08:01:22,73216,movement,2,66
2014-6-06 08:01:23,531348,movement,65,93
2014-6-06 08:01:23,1007202,movement,2,66
2014-6-06 08:01:24,179386,movement,65,93
2014-6-06 08:01:25,1483004,movement,2,66
2014-6-06 08:01:26,374745,movement,3,66
2014-6-06 08:01:27,455752,movement,3,67
2014-6-06 08:01:28,398396,movement,98,77
2014-6-06 08:01:28,1109689,movement,3,67
2014-6-06 08:01:28,2007598,movement,3,66
2014-6-06 08:01:28,531348,movement,64,92
2014-6-06 08:01:28,825652,movement,64,95
2014-6-06 08:01:28,849521,movement,2,66
2014-6-06 08:01:28,422300,movement,3,66
2014-6-06 08:01:28,439105,movement,98,76
2014-6-06 08:01:28,1881823,movement,3,66
2014-6-06 08:01:28,73216,movement,3,67
2014-6-06 08:01:29,1591741,movement,64,95
2014-6-06 08:01:29,1007202,movement,3,66
2014-6-06 08:01:29,179386,movement,64,92
2014-6-06 08:01:29,580064,movement,98,77
2014-6-06 08:01:29,508018,check-in,63,99
2014-6-06 08:01:29,1762242,check-in,63,99
2014-6-06 08:01:29,1836139,check-in,63,99
2014-6-06 08:01:29,1593258,check-in,63,99
2014-6-06 08:01:30,903769,movement,98,77
2014-6-06 08:01:30,932874,movement,1,66
2014-6-06 08:01:30,1709971,check-in,0,67
2014-6-06 08:01:30,2096121,check-in,0,67
2014-6-06 08:01:31,698208,movement,1,66
2014-6-06 08:01:31,1464748,movement,98,76
2014-6-06 08:01:31,1696241,movement,98,76
2014-6-06 08:01:31,1229412,movement,98,77
2014-6-06 08:01:31,539617,movement,1,66
2014-6-06 08:01:31,1053224,movement,98,76
2014-6-06 08:01:32,374745,movement,4,67
2014-6-06 08:01:33,675561,movement,97,76
2014-6-06 08:01:33,531348,movement,63,91
2014-6-06 08:01:33,1483004,movement,3,66
2014-6-06 08:01:33,455752,movement,4,66
2014-6-06 08:01:34,439105,movement,97,76
2014-6-06 08:01:34,160360,movement,1,67
2014-6-06 08:01:34,996258,movement,64,98
2014-6-06 08:01:34,880166,movement,64,98
2014-6-06 08:01:34,2007598,movement,4,67
2014-6-06 08:01:34,1109689,movement,4,66
2014-6-06 08:01:34,422300,movement,4,66
2014-6-06 08:01:34,612957,movement,1,67
2014-6-06 08:01:34,1881823,movement,4,67
2014-6-06 08:01:34,179386,movement,63,91
2014-6-06 08:01:34,1871836,movement,63,98
2014-6-06 08:01:34,73216,movement,4,66
2014-6-06 08:01:35,766183,movement,64,98
2014-6-06 08:01:35,1948150,movement,64,98
2014-6-06 08:01:35,11311,movement,63,98
2014-6-06 08:01:35,1007202,movement,4,67
2014-6-06 08:01:35,580064,movement,97,77
2014-6-06 08:01:35,352086,check-in,99,77
2014-6-06 08:01:35,1755750,check-in,99,77
2014-6-06 08:01:35,892578,check-in,99,77
2014-6-06 08:01:35,1495984,check-in,99,77
2014-6-06 08:01:36,849521,movement,3,66
2014-6-06 08:01:36,932874,movement,2,67
2014-6-06 08:01:36,903769,movement,97,77
2014-6-06 08:01:36,825652,movement,64,94
2014-6-06 08:01:37,1591741,movement,64,94
2014-6-06 08:01:37,698208,movement,2,67
2014-6-06 08:01:37,1464748,movement,97,77
2014-6-06 08:01:37,1696241,movement,97,77
2014-6-06 08:01:37,1229412,movement,97,77
2014-6-06 08:01:37,1053224,movement,97,76
2014-6-06 08:01:37,539617,movement,2,67
2014-6-06 08:01:38,531348,movement,62,90
2014-6-06 08:01:38,879255,movement,63,98
2014-6-06 08:01:38,374745,movement,5,67
2014-6-06 08:01:38,950113,movement,1,66
2014-6-06 08:01:39,455752,movement,5,66
2014-6-06 08:01:39,179386,movement,62,90
2014-6-06 08:01:40,2007598,movement,5,66
2014-6-06 08:01:40,439105,movement,96,77
2014-6-06 08:01:40,1881823,movement,5,66
2014-6-06 08:01:40,73216,movement,5,67
2014-6-06 08:01:40,1109689,movement,5,67
2014-6-06 08:01:40,398396,movement,97,77
2014-6-06 08:01:40,422300,movement,5,67
2014-6-06 08:01:41,580064,movement,96,76
2014-6-06 08:01:41,1483004,movement,4,66
2014-6-06 08:01:41,1007202,movement,5,67
2014-6-06 08:01:41,483106,movement,64,98
2014-6-06 08:01:42,672552,movement,64,98
2014-6-06 08:01:42,880166,movement,64,97
2014-6-06 08:01:42,2061906,movement,1,66
2014-6-06 08:01:42,932874,movement,3,67
2014-6-06 08:01:42,483896,movement,63,98
2014-6-06 08:01:42,903769,movement,96,76
2014-6-06 08:01:42,1871836,movement,64,97
2014-6-06 08:01:42,996258,movement,63,97
2014-6-06 08:01:43,1464748,movement,96,76
2014-6-06 08:01:43,539617,movement,3,67
2014-6-06 08:01:43,1948150,movement,64,97
2014-6-06 08:01:43,1053224,movement,96,77
2014-6-06 08:01:43,531348,movement,61,89
2014-6-06 08:01:43,766183,movement,64,97
2014-6-06 08:01:43,1229412,movement,96,76
2014-6-06 08:01:43,1696241,movement,96,77
2014-6-06 08:01:43,698208,movement,3,66
2014-6-06 08:01:44,741411,movement,64,98
2014-6-06 08:01:44,179386,movement,61,89
2014-6-06 08:01:44,825652,movement,65,93
2014-6-06 08:01:44,849521,movement,4,67
2014-6-06 08:01:44,374745,movement,6,67
2014-6-06 08:01:45,612957,movement,2,66
2014-6-06 08:01:45,1987765,movement,98,77
2014-6-06 08:01:45,1591741,movement,64,93
2014-6-06 08:01:45,675561,movement,96,76
2014-6-06 08:01:45,455752,movement,6,66
2014-6-06 08:01:45,160360,movement,2,67
2014-6-06 08:01:46,1772261,movement,63,98
2014-6-06 08:01:46,439105,movement,95,76
2014-6-06 08:01:46,1881823,movement,6,66
2014-6-06 08:01:46,422300,movement,6,67
2014-6-06 08:01:46,1109689,movement,6,66
2014-6-06 08:01:46,73216,movement,6,66
2014-6-06 08:01:46,672552,movement,64,97
2014-6-06 08:01:46,11311,movement,64,97
2014-6-06 08:01:46,2007598,movement,6,67
2014-6-06 08:01:46,84322,movement,98,76
2014-6-06 08:01:47,580064,movement,95,77
2014-6-06 08:01:47,1007202,movement,6,66
2014-6-06 08:01:48,932874,movement,4,67
2014-6-06 08:01:48,750163,movement,98,77
2014-6-06 08:01:48,1740708,movement,98,76
2014-6-06 08:01:48,903769,movement,95,76
2014-6-06 08:01:48,531348,movement,60,88
2014-6-06 08:01:49,698208,movement,4,66
2014-6-06 08:01:49,1464748,movement,95,76
2014-6-06 08:01:49,539617,movement,4,66
2014-6-06 08:01:49,1229412,movement,95,76
2014-6-06 08:01:49,1696241,movement,95,76
2014-6-06 08:01:49,179386,movement,60,88
2014-6-06 08:01:49,879255,movement,64,97
2014-6-06 08:01:49,1053224,movement,95,77
2014-6-06 08:01:49,950113,movement,2,67
2014-6-06 08:01:49,1483004,movement,5,66
2014-6-06 08:01:49,1999943,check-in,63,99
2014-6-06 08:01:49,1156815,check-in,63,99
2014-6-06 08:01:49,1640316,check-in,63,99
2014-6-06 08:01:50,741411,movement,63,97
2014-6-06 08:01:50,374745,movement,7,66
2014-6-06 08:01:50,996258,movement,64,96
2014-6-06 08:01:50,672552,movement,64,96
2014-6-06 08:01:50,1871836,movement,64,96
2014-6-06 08:01:50,880166,movement,64,96
2014-6-06 08:01:51,1948150,movement,64,96
2014-6-06 08:01:51,455752,movement,7,67
2014-6-06 08:01:51,766183,movement,64,96
2014-6-06 08:01:52,1109689,movement,7,67
2014-6-06 08:01:52,483106,movement,64,97
2014-6-06 08:01:52,2007598,movement,7,67
2014-6-06 08:01:52,1987765,movement,97,76
2014-6-06 08:01:52,422300,movement,7,67
2014-6-06 08:01:52,1881823,movement,7,66
2014-6-06 08:01:52,849521,movement,5,67
2014-6-06 08:01:52,398396,movement,96,77
2014-6-06 08:01:52,1772261,movement,63,97
2014-6-06 08:01:52,73216,movement,7,66
2014-6-06 08:01:52,439105,movement,94,76
2014-6-06 08:01:52,825652,movement,64,92
2014-6-06 08:01:53,483896,movement,64,97
2014-6-06 08:01:53,2061906,movement,2,66
2014-6-06 08:01:53,1007202,movement,7,67
2014-6-06 08:01:53,1591741,movement,64,92
2014-6-06 08:01:53,531348,movement,59,88
2014-6-06 08:01:53,84322,movement,97,76
2014-6-06 08:01:53,580064,movement,94,76
2014-6-06 08:01:54,932874,movement,5,67
2014-6-06 08:01:54,672552,movement,64,95
2014-6-06 08:01:54,515271,movement,98,76
2014-6-06 08:01:54,179386,movement,59,87
2014-6-06 08:01:54,903769,movement,94,77
2014-6-06 08:01:55,1464748,movement,94,77
2014-6-06 08:01:55,1229412,movement,94,76
2014-6-06 08:01:55,539617,movement,5,66
2014-6-06 08:01:55,1696241,movement,94,76
2014-6-06 08:01:55,1053224,movement,94,76
2014-6-06 08:01:55,698208,movement,5,66
2014-6-06 08:01:55,1740708,movement,97,76
2014-6-06 08:01:56,160360,movement,3,66
2014-6-06 08:01:56,741411,movement,63,96
2014-6-06 08:01:56,612957,movement,3,66
2014-6-06 08:01:56,374745,movement,8,67
2014-6-06 08:01:57,455752,movement,8,66
2014-6-06 08:01:57,11311,movement,64,96
2014-6-06 08:01:57,1483004,movement,6,66
2014-6-06 08:01:57,675561,movement,95,76
2014-6-06 08:01:57,1453536,check-in,99,77
2014-6-06 08:01:57,1428652,check-in,99,77
2014-6-06 08:01:57,1213563,check-in,99,77
2014-6-06 08:01:57,549068,check-in,99,77
2014-6-06 08:01:58,439105,movement,93,77
2014-6-06 08:01:58,1109689,movement,8,67
2014-6-06 08:01:58,672552,movement,65,94
2014-6-06 08:01:58,1881823,movement,8,66
2014-6-06 08:01:58,1871836,movement,64,95
2014-6-06 08:01:58,996258,movement,65,95
2014-6-06 08:01:58,2007598,movement,8,67
2014-6-06 08:01:58,73216,movement,8,66
2014-6-06 08:01:58,880166,movement,64,95
2014-6-06 08:01:58,750163,movement,97,77
2014-6-06 08:01:58,1772261,movement,63,96
2014-6-06 08:01:58,422300,movement,8,66
2014-6-06 08:01:58,531348,movement,58,87
2014-6-06 08:01:59,835642,movement,98,76
2014-6-06 08:01:59,1007202,movement,8,66
2014-6-06 08:01:59,1948150,movement,64,95
2014-6-06 08:01:59,580064,movement,93,76
2014-6-06 08:01:59,766183,movement,65,95
2014-6-06 08:01:59,1987765,movement,96,76
2014-6-06 08:01:59,179386,movement,58,87
2014-6-06 08:02:00,950113,movement,3,67
2014-6-06 08:02:00,494296,movement,98,76
2014-6-06 08:02:00,84322,movement,96,77
2014-6-06 08:02:00,849521,movement,6,67
2014-6-06 08:02:00,825652,movement,63,91
2014-6-06 08:02:00,879255,movement,63,96
2014-6-06 08:02:00,129457,movement,98,77
2014-6-06 08:02:00,903769,movement,93,77
2014-6-06 08:02:00,932874,movement,6,67
2014-6-06 08:02:01,1591741,movement,63,91
2014-6-06 08:02:01,1495961,movement,98,77
2014-6-06 08:02:01,1464748,movement,93,76
2014-6-06 08:02:01,1696241,movement,93,76
2014-6-06 08:02:01,539617,movement,6,66
2014-6-06 08:02:01,1053224,movement,93,77
2014-6-06 08:02:01,1229412,movement,93,76
2014-6-06 08:02:01,698208,movement,6,67
2014-6-06 08:02:02,672552,movement,64,93
2014-6-06 08:02:02,374745,movement,9,67
2014-6-06 08:02:02,1629394,movement,98,77
2014-6-06 08:02:02,1740708,movement,96,76
2014-6-06 08:02:02,741411,movement,64,95
2014-6-06 08:02:02,508018,movement,63,98
2014-6-06 08:02:03,1593258,movement,63,98
2014-6-06 08:02:03,483106,movement,63,96
2014-6-06 08:02:03,1762242,movement,63,98
2014-6-06 08:02:03,455752,movement,9,66
2014-6-06 08:02:03,531348,movement,57,86
2014-6-06 08:02:04,73216,movement,9,66
2014-6-06 08:02:04,422300,movement,9,66
2014-6-06 08:02:04,1881823,movement,9,67
2014-6-06 08:02:04,1772261,movement,64,95
2014-6-06 08:02:04,2007598,movement,9,66
2014-6-06 08:02:04,1109689,movement,9,66
2014-6-06 08:02:04,515271,movement,97,77
2014-6-06 08:02:04,483896,movement,64,96
2014-6-06 08:02:04,1836139,movement,64,98
2014-6-06 08:02:04,2061906,movement,3,67
2014-6-06 08:02:04,439105,movement,92,77
2014-6-06 08:02:04,398396,movement,95,76
2014-6-06 08:02:04,668662,movement,1,66
2014-6-06 08:02:04,179386,movement,57,88
2014-6-06 08:02:05,1313613,movement,98,76
2014-6-06 08:02:05,835642,movement,97,77
2014-6-06 08:02:05,1007202,movement,9,66
2014-6-06 08:02:05,1483004,movement,7,67
2014-6-06 08:02:05,580064,movement,92,77
2014-6-06 08:02:05,117066,check-in,63,99
2014-6-06 08:02:05,1119534,check-in,63,99
2014-6-06 08:02:05,1220077,check-in,63,99
2014-6-06 08:02:05,842645,check-in,63,99
2014-6-06 08:02:06,672552,movement,64,92
2014-6-06 08:02:06,880166,movement,65,94
2014-6-06 08:02:06,1871836,movement,65,94
2014-6-06 08:02:06,903769,movement,92,78
2014-6-06 08:02:06,944133,movement,98,76
2014-6-06 08:02:06,996258,movement,65,94
2014-6-06 08:02:06,129457,movement,97,77
2014-6-06 08:02:06,1987765,movement,95,76
2014-6-06 08:02:06,932874,movement,7,67
2014-6-06 08:02:06,494296,movement,97,76
2014-6-06 08:02:07,612957,movement,4,66
2014-6-06 08:02:07,1495961,movement,97,77
2014-6-06 08:02:07,1229412,movement,92,77
2014-6-06 08:02:07,698208,movement,7,67
2014-6-06 08:02:07,539617,movement,7,66
2014-6-06 08:02:07,160360,movement,4,67
2014-6-06 08:02:07,1053224,movement,92,78
2014-6-06 08:02:07,1948150,movement,65,94
2014-6-06 08:02:07,84322,movement,95,77
2014-6-06 08:02:07,766183,movement,64,94
2014-6-06 08:02:07,1464748,movement,92,77
2014-6-06 08:02:07,1696241,movement,92,77
2014-6-06 08:02:08,11311,movement,64,95
2014-6-06 08:02:08,750163,movement,96,77
2014-6-06 08:02:08,531348,movement,56,86
2014-6-06 08:02:08,374745,movement,10,67
2014-6-06 08:02:08,825652,movement,62,90
2014-6-06 08:02:08,849521,movement,7,67
2014-6-06 08:02:08,741411,movement,64,94
2014-6-06 08:02:09,455752,movement,10,66
2014-6-06 08:02:09,508018,movement,63,97
2014-6-06 08:02:09,179386,movement,56,87
2014-6-06 08:02:09,1591741,movement,62,90
2014-6-06 08:02:09,675561,movement,94,77
2014-6-06 08:02:09,1740708,movement,95,77
2014-6-06 08:02:10,1772261,movement,65,94
2014-6-06 08:02:10,1881823,movement,10,67
2014-6-06 08:02:10,2007598,movement,10,67
2014-6-06 08:02:10,73216,movement,10,67
2014-6-06 08:02:10,1629394,movement,97,77
2014-6-06 08:02:10,422300,movement,10,67
2014-6-06 08:02:10,672552,movement,63,91
2014-6-06 08:02:10,439105,movement,91,78
2014-6-06 08:02:10,1593258,movement,64,97
2014-6-06 08:02:10,1109689,movement,10,67
2014-6-06 08:02:10,1762242,movement,63,97
2014-6-06 08:02:11,580064,movement,91,77
2014-6-06 08:02:11,1007202,movement,10,67
2014-6-06 08:02:11,398504,movement,1,67
2014-6-06 08:02:11,879255,movement,64,95
2014-6-06 08:02:11,1836139,movement,64,97
2014-6-06 08:02:11,950113,movement,4,66
2014-6-06 08:02:11,835642,movement,96,77
2014-6-06 08:02:12,129457,movement,96,77
2014-6-06 08:02:12,494296,movement,96,76
2014-6-06 08:02:12,932874,movement,8,66
2014-6-06 08:02:12,903769,movement,91,79
2014-6-06 08:02:13,1495961,movement,96,77
2014-6-06 08:02:13,1696241,movement,91,77
2014-6-06 08:02:13,1313613,movement,97,76
2014-6-06 08:02:13,1483004,movement,8,67
2014-6-06 08:02:13,1229412,movement,91,78
2014-6-06 08:02:13,1053224,movement,91,79
2014-6-06 08:02:13,1464748,movement,91,77
2014-6-06 08:02:13,531348,movement,55,86
2014-6-06 08:02:13,698208,movement,8,67
2014-6-06 08:02:13,1987765,movement,94,76
2014-6-06 08:02:13,539617,movement,8,67
2014-6-06 08:02:13,705880,check-in,0,67
2014-6-06 08:02:13,1085806,check-in,0,67
2014-6-06 08:02:13,1453012,check-in,0,67
2014-6-06 08:02:14,84322,movement,94,77
2014-6-06 08:02:14,672552,movement,62,90
2014-6-06 08:02:14,996258,movement,65,93
2014-6-06 08:02:14,741411,movement,65,93
2014-6-06 08:02:14,374745,movement,11,67
2014-6-06 08:02:14,880166,movement,64,93
2014-6-06 08:02:14,1871836,movement,64,93
2014-6-06 08:02:14,179386,movement,55,86
2014-6-06 08:02:14,515271,movement,96,77
2014-6-06 08:02:14,483106,movement,64,95
2014-6-06 08:02:14,944133,movement,97,77
2014-6-06 08:02:15,455752,movement,11,66
2014-6-06 08:02:15,483896,movement,65,95
2014-6-06 08:02:15,1948150,movement,64,93
2014-6-06 08:02:15,2061906,movement,4,66
2014-6-06 08:02:15,668662,movement,2,67
2014-6-06 08:02:15,766183,movement,64,93
2014-6-06 08:02:16,2007598,movement,11,66
2014-6-06 08:02:16,849521,movement,8,67
2014-6-06 08:02:16,1740708,movement,94,77
2014-6-06 08:02:16,73216,movement,11,66
2014-6-06 08:02:16,508018,movement,64,96
2014-6-06 08:02:16,439105,movement,90,78
2014-6-06 08:02:16,1109689,movement,11,66
2014-6-06 08:02:16,825652,movement,61,89
2014-6-06 08:02:16,422300,movement,11,66
2014-6-06 08:02:16,1881823,movement,11,67
2014-6-06 08:02:16,1451127,movement,98,77
2014-6-06 08:02:16,1772261,movement,64,93
2014-6-06 08:02:16,398396,movement,94,76
2014-6-06 08:02:17,1762242,movement,64,96
2014-6-06 08:02:17,835642,movement,95,76
2014-6-06 08:02:17,1007202,movement,11,66
2014-6-06 08:02:17,580064,movement,90,78
2014-6-06 08:02:17,1593258,movement,63,96
2014-6-06 08:02:17,1591741,movement,61,89
2014-6-06 08:02:18,672552,movement,61,89
2014-6-06 08:02:18,903769,movement,90,79
2014-6-06 08:02:18,160360,movement,5,67
2014-6-06 08:02:18,129457,movement,95,77
2014-6-06 08:02:18,1629394,movement,96,77
2014-6-06 08:02:18,531348,movement,54,86
2014-6-06 08:02:18,494296,movement,95,76
2014-6-06 08:02:18,612957,movement,5,67
2014-6-06 08:02:18,750163,movement,95,76
2014-6-06 08:02:18,932874,movement,9,67
2014-6-06 08:02:18,1836139,movement,63,96
2014-6-06 08:02:19,698208,movement,9,67
2014-6-06 08:02:19,11311,movement,65,94
2014-6-06 08:02:19,539617,movement,9,66
2014-6-06 08:02:19,1464748,movement,90,78
2014-6-06 08:02:19,1053224,movement,90,78
2014-6-06 08:02:19,1495961,movement,95,77
2014-6-06 08:02:19,1696241,movement,90,78
2014-6-06 08:02:19,179386,movement,54,85
2014-6-06 08:02:19,1229412,movement,90,78
2014-6-06 08:02:20,741411,movement,64,92
2014-6-06 08:02:20,1611141,movement,98,77
2014-6-06 08:02:20,1709971,movement,1,66
2014-6-06 08:02:20,1987765,movement,93,77
2014-6-06 08:02:20,374745,movement,12,66
2014-6-06 08:02:20,1959437,movement,98,77
2014-6-06 08:02:21,1313613,movement,96,76
2014-6-06 08:02:21,675561,movement,93,77
2014-6-06 08:02:21,91182,movement,98,76
2014-6-06 08:02:21,84322,movement,93,77
2014-6-06 08:02:21,1483004,movement,9,66
2014-6-06 08:02:21,455752,movement,12,67
2014-6-06 08:02:21,1495984,movement,98,77
2014-6-06 08:02:22,439105,movement,89,78
2014-6-06 08:02:22,73216,movement,12,67
2014-6-06 08:02:22,398504,movement,2,67
2014-6-06 08:02:22,1109689,movement,12,66
2014-6-06 08:02:22,1881823,movement,12,66
2014-6-06 08:02:22,1871836,movement,64,92
2014-6-06 08:02:22,2007598,movement,12,66
2014-6-06 08:02:22,672552,movement,60,89
2014-6-06 08:02:22,1772261,movement,64,92
2014-6-06 08:02:22,879255,movement,64,94
2014-6-06 08:02:22,996258,movement,64,92
2014-6-06 08:02:22,950113,movement,5,66
2014-6-06 08:02:22,944133,movement,96,76
2014-6-06 08:02:22,422300,movement,12,66
2014-6-06 08:02:22,880166,movement,64,92
2014-6-06 08:02:23,1007202,movement,12,66
2014-6-06 08:02:23,1477256,movement,98,77
2014-6-06 08:02:23,580064,movement,89,78
2014-6-06 08:02:23,1740708,movement,93,77
2014-6-06 08:02:23,531348,movement,53,86
2014-6-06 08:02:23,835642,movement,94,77
2014-6-06 08:02:23,1948150,movement,64,92
2014-6-06 08:02:23,766183,movement,64,92
2014-6-06 08:02:23,508018,movement,65,95
2014-6-06 08:02:23,352086,movement,98,77
2014-6-06 08:02:24,1755750,movement,98,76
2014-6-06 08:02:24,515271,movement,95,77
2014-6-06 08:02:24,179386,movement,53,86
2014-6-06 08:02:24,129457,movement,94,77
2014-6-06 08:02:24,494296,movement,94,76
2014-6-06 08:02:24,1762242,movement,64,95
2014-6-06 08:02:24,825652,movement,60,88
2014-6-06 08:02:24,932874,movement,10,66
2014-6-06 08:02:24,903769,movement,89,78
2014-6-06 08:02:24,1593258,movement,64,95
2014-6-06 08:02:24,849521,movement,9,66
2014-6-06 08:02:25,1229412,movement,89,79
2014-6-06 08:02:25,539617,movement,10,66
2014-6-06 08:02:25,1696241,movement,89,79
2014-6-06 08:02:25,1591741,movement,60,88
2014-6-06 08:02:25,1495961,movement,94,76
2014-6-06 08:02:25,698208,movement,10,67
2014-6-06 08:02:25,483106,movement,65,94
2014-6-06 08:02:25,1836139,movement,64,95
2014-6-06 08:02:25,1053224,movement,89,79
2014-6-06 08:02:25,1464748,movement,89,78
2014-6-06 08:02:25,704292,check-in,0,67
2014-6-06 08:02:25,1402234,check-in,0,67
2014-6-06 08:02:25,677612,check-in,0,67
2014-6-06 08:02:26,741411,movement,63,91
2014-6-06 08:02:26,1629394,movement,95,77
2014-6-06 08:02:26,668662,movement,3,67
2014-6-06 08:02:26,374745,movement,13,67
2014-6-06 08:02:26,1451127,movement,97,77
2014-6-06 08:02:26,483896,movement,65,94
2014-6-06 08:02:26,2061906,movement,5,67
2014-6-06 08:02:26,672552,movement,59,89
2014-6-06 08:02:27,1987765,movement,92,77
2014-6-06 08:02:27,455752,movement,13,66
2014-6-06 08:02:28,750163,movement,94,77
2014-6-06 08:02:28,73216,movement,13,67
2014-6-06 08:02:28,84322,movement,92,77
2014-6-06 08:02:28,2096121,movement,1,67
2014-6-06 08:02:28,531348,movement,52,85
2014-6-06 08:02:28,1881823,movement,13,67
2014-6-06 08:02:28,422300,movement,13,66
2014-6-06 08:02:28,1109689,movement,13,67
2014-6-06 08:02:28,439105,movement,88,79
2014-6-06 08:02:28,1772261,movement,63,91
2014-6-06 08:02:28,892578,movement,98,76
2014-6-06 08:02:28,2007598,movement,13,67
2014-6-06 08:02:28,398396,movement,93,77
2014-6-06 08:02:28,349848,check-in,99,77
2014-6-06 08:02:28,1272536,check-in,99,77
2014-6-06 08:02:29,580064,movement,88,79
2014-6-06 08:02:29,1483004,movement,10,66
2014-6-06 08:02:29,1007202,movement,13,67
2014-6-06 08:02:29,160360,movement,6,67
2014-6-06 08:02:29,612957,movement,6,67
2014-6-06 08:02:29,835642,movement,93,77
2014-6-06 08:02:29,1313613,movement,95,77
2014-6-06 08:02:29,179386,movement,52,85
2014-6-06 08:02:30,903769,movement,88,79
2014-6-06 08:02:30,1740708,movement,92,77
2014-6-06 08:02:30,494296,movement,93,76
2014-6-06 08:02:30,129457,movement,93,76
2014-6-06 08:02:30,996258,movement,63,91
2014-6-06 08:02:30,508018,movement,64,94
2014-6-06 08:02:30,672552,movement,58,88
